,name,gcn_name,time,trigger_met,ra,dec,lii,bii,error_radius,redshift,luminosity_distance,theta,zenith,arr_flag,distance_to_closest,irfs,lle_bbbd_sig,lle_bbbd_sig_detected,lle_t05,lle_t90,lle_t95,tl0,tl100,tl100_error,tl1,tl0_lower,tl1_upper,like_best_t0,like_best_t1,like_best_ts,like_best_flux,like_best_flux_error,like_best_flux_ene,like_best_flux_ene_error,like_best_fluence,like_best_fluence_error,like_best_grbindex,like_best_grbindex_error,like_best_eiso_rf,like_best_eiso_rf_error,like_lat_t0,like_lat_t1,like_lat_ts,like_lat_flux,like_lat_flux_error,like_lat_flux_ene,like_lat_flux_ene_error,like_lat_fluence,like_lat_fluence_error,like_lat_grbindex,like_lat_grbindex_error,like_lat_eiso_rf,like_lat_eiso_rf_error,like_gbm_t0,like_gbm_t1,like_gbm_ts,like_gbm_flux,like_gbm_flux_error,like_gbm_flux_ene,like_gbm_flux_ene_error,like_gbm_fluence,like_gbm_fluence_error,like_gbm_grbindex,like_gbm_grbindex_error,like_gbm_eiso_rf,like_gbm_eiso_rf_error,like_ext_t0,like_ext_t1,like_ext_ts,like_ext_flux,like_ext_flux_error,like_ext_flux_ene,like_ext_flux_ene_error,like_ext_fluence,like_ext_fluence_error,like_ext_grbindex,like_ext_grbindex_error,like_ext_eiso_rf,like_ext_eiso_rf_error,ext_emission_max_ene,ext_emission_max_ene_p,ext_emission_max_ene_t,ext_emission_n,lat_bpl_chi2,lat_bpl_f0,lat_bpl_f0_error,lat_bpl_index1,lat_bpl_index1_error,lat_bpl_index2,lat_bpl_index2_error,lat_bpl_timebreak,lat_bpl_timebreak_error,lat_spl_chi2,lat_spl_index1,lat_spl_index1_error,lat_f0,lat_f0_error,late_index,late_index_error,su_tsinput,gbm_cat_name,gbm_cat_t05,gbm_cat_t90,gbm_cat_t90_error,gbm_cat_t95,gbm_cat_fluence,gbm_cat_fluence_error,flux_ratio,flux_ene_ratio,fluence_ratio,hardness,flux_ratio_error,flux_ene_ratio_error,fluence_ratio_error,hardness_error,like_gbm-lat_time_difference,gbm-lle_time_difference
72,GRB091120191,b'GRB91120.0      ',55155.1907407,280384482.23,226.7,-21.36,340.3916,31.4906,0.18,0.0,0.0,48.0699,25.7285,1,3.92,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,31.79,772.08002,17.275,803.87,21.05,827.67999,0.0,4000.0,44.9029,3.73376e-06,1.04028e-06,1.32611e-09,4.21773e-10,5.30445e-06,1.68709e-06,-2.8149,0.392195,0.0,0.0,31.79,803.87,37.0389,4.92692e-06,1.5246e-06,1.76451e-09,6.1611e-10,1.36235e-06,4.75686e-07,-2.80226,0.430998,0.0,0.0,1.024,51.201,9.40238,4.35103e-05,0.0,4.82028e-08,0.0,2.41867e-06,0.0,-4.25304,1.70594,0.0,0.0,51.201,803.87,37.0102,4.78355e-06,1.49054e-06,1.78033e-09,6.50143e-10,1.34e-06,4.89343e-07,-2.74699,0.422063,0.0,0.0,7000.0,1.0,712.58002,10.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.97388e-05,0.53914,0.089459,-3.89337,0.238722,0.53914,0.089459,38.0,b'GRB091120191',1.024,50.177,2.111,51.201,2.8533e-05,4.0941e-07,8.831135882052074,27.31795229270449,1.7753660953499466,0.5632641079601599,4.91254757883811,16.1422923763171,1.0490682870106711,0.19667255144356197,-30.766,1.024
73,GRB131014215,b'GRB131014A      ',56579.2145833,403420143.2,100.78,-20.76,230.7301,-11.0592,0.81,0.0,0.0,72.501,76.0067,1,3.3,b'P8_TRANSIENT020E              ',17.0,1,1.682,1.811,3.493,1.85,198.60001,4.955,200.45,1.83,210.34,1.85,200.45,155.255,6.05895e-05,1.27473e-05,8.60071e-08,4.99144e-08,1.7081e-05,9.91299e-06,-1.9046,0.182136,0.0,0.0,1.85,200.45,155.255,6.05895e-05,1.27473e-05,8.60071e-08,4.99144e-08,1.7081e-05,9.91299e-06,-1.9046,0.182136,0.0,0.0,0.96,4.16,131.946,0.00383231,0.00129106,4.36076e-06,3.18297e-06,1.39544e-05,1.01855e-05,-1.98904,0.309298,0.0,0.0,4.16,200.45,82.464,3.81317e-05,1.01995e-05,4.49811e-08,2.83933e-08,8.82934e-06,5.57331e-06,-1.97473,0.245834,0.0,0.0,1800.0,0.98,14.37,23.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00711762,0.816273,0.174624,-2.89022,0.340967,0.816273,0.174624,98.0,b'GRB131014215',0.96,3.2,0.091,4.16,0.00019793,1.5013e-07,63.250398171300304,50.70232573822394,0.8169545108600198,1.2240583615203808,35.99617862593031,53.49331480203512,0.8619257468943589,1.2642344851770237,-0.8900000000000001,-0.851
74,GRB190511302,b'GRB190511A      ',58614.3016667,579251669.358,126.346,-20.198,241.968,10.1044,0.173,0.0,0.0,23.7803,26.6177,0,-1.0,b'P8_SOURCE                     ',0.0,0,0.0,0.0,0.0,14.23,872.46997,42.94,886.70001,12.92,971.27002,0.0,1000.0,74.3665,3.86302e-06,1.14528e-06,3.98558e-09,2.21182e-09,3.98558e-06,2.21182e-06,-2.02928,0.248434,0.0,0.0,14.23,886.70001,69.1465,4.03634e-06,1.22923e-06,3.9509e-09,2.24495e-09,3.44704e-06,1.95866e-06,-2.0518,0.260215,0.0,0.0,2.56,30.208,21.6004,1.51014e-05,1.10692e-05,2.46485e-08,4.00721e-08,6.81481e-07,1.10791e-06,-1.85484,0.574978,0.0,0.0,30.208,886.70001,51.4885,3.48227e-06,1.18256e-06,3.25333e-09,2.00157e-09,2.78645e-06,1.71433e-06,-2.07231,0.291035,0.0,0.0,990.0,0.99,73.7,11.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00269903,0.864958,0.219502,-3.20095,0.494497,0.864958,0.219502,76.0,b'GRB190511302',2.56,27.648,1.145,30.208,2.0998e-05,8.3911e-08,3.7413597467012196,6.238705105165912,0.1977003458039361,5.058160095439198,3.432720497370618,11.17973367117299,0.354277762090696,7.060812827084482,-11.67,2.56
75,GRB130325203,b'GRB130325A      ',56376.2027083,385879917.3,122.97,-19.15,239.3172,8.0184,0.18,0.0,0.0,47.2896,76.1103,1,4.69,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,324.07999,705.65997,187.13,1029.73999,150.99001,1230.91003,0.0,10000.0,64.1314,8.07904e-07,2.14781e-07,7.85226e-10,3.67918e-10,7.85226e-06,3.67917e-06,-2.05487,0.216888,0.0,0.0,324.07999,1029.73999,33.4173,1.18272e-06,6.30778e-07,5.75707e-09,5.47828e-09,4.06253e-06,3.8658e-06,-1.51192,0.312603,0.0,0.0,0.768,7.68,7.3821,0.000167287,0.0,1.85329e-07,0.0,1.28099e-06,0.0,-2.49089,1.33256,0.0,0.0,7.68,1029.73999,36.424,1.29854e-06,5.66023e-07,3.50933e-09,2.9834e-09,3.58674e-06,3.04922e-06,-1.68985,0.282935,0.0,0.0,5300.0,1.0,828.57001,4.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00167652,0.129019,0.323275,-5.55652,0.954267,0.129019,0.323275,60.0,b'GRB130325203',0.768,6.912,0.724,7.68,7.4368e-06,2.936e-08,141.4426068722944,32.19154882605214,0.315318286880343,3.171398683830475,103.29458389726742,31.402428115964906,0.30758882898993595,3.0178221531784013,-323.31199000000004,0.768
77,GRB130310840,b'GRB130310A      ',56361.8400579,384638984.5,142.38,-17.1,249.1022,24.0312,0.47,0.0,0.0,75.6174,49.7983,1,2.35,b'P8_TRANSIENT010E              ',11.0,1,4.132,0.078,4.21,67.23,492.84,31.86,560.07001,3.51,560.07001,20.096,560.07001,53.6175,7.09109e-06,2.17995e-06,6.92263e-09,4.20079e-09,3.73804e-06,2.26832e-06,-2.05295,0.272376,0.0,0.0,67.23,560.07001,48.4391,6.61185e-06,2.1447e-06,5.98731e-09,3.72627e-09,2.95078e-06,1.83646e-06,-2.08639,0.292794,0.0,0.0,4.096,20.096,14.1814,0.00101043,0.0,1.11941e-06,0.0,1.79105e-05,0.0,-2.12832,0.751521,0.0,0.0,20.096,560.07001,53.6175,7.09109e-06,2.17995e-06,6.92263e-09,4.20079e-09,3.73804e-06,2.26832e-06,-2.05295,0.272376,0.0,0.0,1400.0,1.0,329.89999,11.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,b'GRB130310840',4.096,16.0,2.561,20.096,1.1295e-05,6.7067e-08,152.8210712584224,186.96376168930624,6.069751048875212,0.16475140280840847,87.03722167659058,147.49548457349027,4.788430627274709,0.10253538427179587,-63.134,4.018
78,GRB101227406,b'GRB101227B      ',55557.4063194,315135908.57,240.21,-15.93,355.5016,27.0438,0.32,0.0,0.0,13.6638,37.2624,0,7.33,b'P8_TRANSIENT020E              ',0.0,0,0.0,0.0,0.0,17.29,6.5,2.675,23.79,15.2,27.05,0.0,100.0,26.7398,5.63596e-06,2.9553e-06,2.87794e-08,3.29927e-08,2.87794e-06,3.29927e-06,-1.49767,0.319401,0.0,0.0,17.29,23.79,24.9314,4.38323e-05,3.11649e-05,1.88405e-07,3.05363e-07,1.22463e-06,1.98486e-06,-1.54899,0.45554,0.0,0.0,0.768,154.11501,24.1685,4.41822e-06,2.2694e-06,1.44638e-08,1.6596e-08,2.21798e-06,2.54495e-06,-1.63092,0.339252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1.0,20.53,3.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,b'GRB101227406',0.768,153.347,2.573,154.115,1.3754e-05,9.3007e-08,0.10079826976909723,0.07676972479498952,1.8111429574647036,0.5521375305458119,0.09952189677133463,0.13157318290171707,3.1040640710542795,1.0726764495400594,-16.522,0.768
79,GRB090427977,b'GRB090427A      ',54948.9767593,262567594.0,235.86,-14.05,353.7331,31.3806,0.11,0.0,0.0,133.9938,135.3593,0,7.25,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,422.87,12.69,12.69,435.56,410.17999,448.25,0.0,500.0,40.2377,4.51964e-06,2.61762e-06,4.64424e-08,4.64962e-08,2.32212e-05,2.32481e-05,-1.28552,0.322965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,435.56,23.8689,2.24943e-06,2.34001e-06,8.65228e-08,1.21385e-07,3.6388e-05,5.10498e-05,-0.75791,0.743743,0.0,0.0,14000.0,1.0,422.87,2.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,b'0           ',0.0,15.0,0.0,15.0,0.0,0.0,,,,,,,,,0.0,0.0
80,GRB190727846,b'GRB190727B      ',58691.8460301,585951502.0,126.19,-13.34,236.0301,13.7536,0.28,0.0,0.0,45.7713,26.4663,0,2.03,b'P8_TRANSIENT010E              ',14.0,1,0.981,1.971,2.952,14.08,306.92999,0.58,321.01001,12.92,321.01001,0.0,3881.53003,37.1666,2.54871e-06,1.09575e-06,1.54455e-09,8.66349e-10,5.99521e-06,3.36276e-06,-2.30057,0.42519,0.0,0.0,14.08,321.01001,35.9671,6.62445e-06,2.59243e-06,3.47488e-09,2.20854e-09,1.06655e-06,6.77868e-07,-2.40069,0.464665,0.0,0.0,3.072,38.145,7.50854,4.2325e-05,0.0,4.68898e-08,0.0,1.64457e-06,0.0,-2.22677,0.817959,0.0,0.0,38.145,321.01001,34.3459,6.30442e-06,2.63245e-06,3.58926e-09,2.54932e-09,1.01528e-06,7.21115e-07,-2.34178,0.477852,0.0,0.0,2300.0,1.0,321.01001,7.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,b'GRB190727846',3.072,35.073,0.572,38.145,6.2153e-05,2.0753e-08,6.389209670236775,13.493933603462565,1.541953026112231,0.6485281866992588,3.9969226741832427,10.757746294232136,1.229286465254057,0.4121855561028111,-11.008,1.101
81,GRB140825288,b'GRB140825A      ',56894.2884838,430642528.0,89.01,-12.16,217.7958,-17.7165,0.57,0.0,0.0,113.3682,111.9633,0,4.33,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,1463.05005,239.27,119.635,1702.31995,1435.15002,1913.68994,0.0,10000.0,18.4542,4.53794e-06,0.0,5.02736e-09,0.0,5.02736e-05,0.0,-2.16517,0.411762,0.0,0.0,1463.05005,1702.31995,10.0744,1.30465e-05,0.0,1.44535e-08,0.0,3.4583e-06,0.0,-2.26469,0.555375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1702.31995,13.6629,5.8556e-06,0.0,6.48712e-09,0.0,1.09523e-05,0.0,-2.30505,0.522926,0.0,0.0,1600.0,0.91,1702.31995,3.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,b'0           ',0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,inf,,,,,-1463.05005,0.0
82,GRB110120666,b'GRB110120A      ',55581.6664236,317231981.23,61.62,-12.02,204.5281,-41.9733,0.2,0.0,0.0,14.6458,31.4977,1,1.16,b'P8_TRANSIENT010E              ',6.6,1,0.295,0.231,0.526,0.58,1112.27002,223.13,1112.84998,0.29,1558.81995,0.58,1112.84998,74.2733,2.38665e-06,6.73468e-07,2.44167e-09,1.42798e-09,2.7158e-06,1.5883e-06,-2.03285,0.252284,0.0,0.0,0.58,1112.84998,74.2733,2.38665e-06,6.73468e-07,2.44167e-09,1.42798e-09,2.7158e-06,1.5883e-06,-2.03285,0.252284,0.0,0.0,0.003,26.176,18.2938,4.81127e-05,0.0,5.33017e-08,0.0,1.39506e-06,0.0,-2.67255,0.929262,0.0,0.0,26.176,1112.84998,62.9748,2.06683e-06,6.4081e-07,2.30824e-09,1.48453e-09,2.5083e-06,1.6132e-06,-1.99657,0.266847,0.0,0.0,2000.0,1.0,72.46,10.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00869437,0.552345,0.41672,-3.91038,1.10385,0.552345,0.41672,67.0,b'GRB110120666',0.003,26.173,1.568,26.176,1.8853e-05,4.3905e-08,20.15909328975761,21.83001797949764,0.5136828927019663,1.9467263056786088,10.70865950119729,16.694432950227156,0.3928370838806585,1.138517339755996,-0.577,-0.228
84,GRB140619475,b'GRB140619B      ',56827.475463,424869883.52,132.66,-9.65,236.467,21.0764,0.2,0.0,0.0,38.8513,25.8183,0,2.07,b'P8_TRANSIENT020E              ',10.0,1,0.174,1.124,1.298,0.2,5.12,1.07,5.32,0.19,7.45,0.2,5.32,319.016,0.000832254,0.000175646,1.25924e-06,6.64753e-07,6.44731e-06,3.40353e-06,-1.88156,0.183101,0.0,0.0,0.2,5.32,319.016,0.000832254,0.000175646,1.25924e-06,6.64753e-07,6.44731e-06,3.40353e-06,-1.88156,0.183101,0.0,0.0,-0.256,2.56,313.572,0.00140053,0.000308727,1.70917e-06,9.29638e-07,4.81301e-06,2.61786e-06,-1.96144,0.204825,0.0,0.0,2.56,5.32,28.2106,0.000186278,0.000113592,5.27362e-07,7.65109e-07,1.45552e-06,2.1117e-06,-1.67544,0.433874,0.0,0.0,23000.0,1.0,0.61,23.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,b'GRB140619475',-0.256,2.816,0.81,2.56,1.5459e-06,6.9537e-08,1.6828155827427684,1.3573028175725041,0.7465144378042936,1.3395588207795122,0.8574775324440863,1.231889995759581,0.6775377852065445,1.2149369217563084,-0.456,-1.3800000000000001
86,GRB140104731,b'GRB140104B      ',56661.7305903,410549526.15,218.76,-8.98,341.3468,46.0219,0.18,0.0,0.0,17.6021,36.4636,0,3.87,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,227.28,946.77002,183.45,1174.05005,47.51,1361.18005,198.145,1174.05005,72.7929,3.61226e-06,1.00514e-06,4.46647e-09,2.57986e-09,4.35885e-06,2.5177e-06,-1.95637,0.228318,0.0,0.0,227.28,1174.05005,72.0998,3.51251e-06,1.00833e-06,4.10465e-09,2.4301e-09,3.88616e-06,2.30074e-06,-1.97844,0.240882,0.0,0.0,11.008,198.145,-3.46375e-05,3.29404e-06,0.0,3.6493e-09,0.0,6.8292e-07,0.0,-3.80851,16167.9,0.0,0.0,198.145,1174.05005,72.7929,3.61226e-06,1.00514e-06,4.46647e-09,2.57986e-09,4.35885e-06,2.5177e-06,-1.95637,0.228318,0.0,0.0,3100.0,1.0,809.90997,11.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00242709,0.297462,0.613779,-4.71891,1.83381,0.297462,0.613779,62.0,b'GRB140104731',11.008,187.137,2.996,198.145,2.3284e-05,5.8431e-08,0.9378023123065842,0.8890648410948557,0.17573131317290075,5.690505476483336,0.5024627360255616,0.684080865914985,0.13521428850539371,3.3689744040297547,-216.272,11.008
89,GRB170409112,b'GRB170409A      ',57852.1125,513398525.49,347.53,-7.17,67.9879,-58.7652,0.1,0.0,0.0,85.8729,66.6108,1,4.57,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,178.39,261.88,31.26,440.26999,174.75,499.14999,0.0,500.0,54.8234,1.24686e-05,3.84657e-06,1.19936e-08,7.54946e-09,5.99678e-06,3.77473e-06,-2.05941,0.281716,0.0,0.0,178.39,440.26999,54.4973,1.25646e-05,3.88526e-06,1.21695e-08,7.68933e-09,3.18694e-06,2.01368e-06,-2.05639,0.281618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.441,440.26999,54.684,1.25053e-05,3.86359e-06,1.20432e-08,7.58735e-09,4.17693e-06,2.63151e-06,-2.05889,0.281878,0.0,0.0,9900.0,1.0,440.26999,10.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000289978,1.29885,0.106639,-1.64669,0.30506,1.29885,0.106639,47.0,b'GRB170409112',29.44,64.001,0.724,93.441,0.00029474,7.5099e-08,0.0,0.0,0.0,inf,,,,,-178.39,29.44
90,GRB160310016,b'GRB160310A      ',57457.0159491,479262182.47,98.78,-7.12,217.4449,-6.8542,0.06,0.0,0.0,62.7916,29.9381,0,6.47,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,99.25,332.92001,201.50999,432.17001,29.15,765.09003,0.0,10000.0,29.5836,1.03212e-06,8.08777e-07,3.46849e-09,3.52747e-09,3.46849e-05,3.52747e-05,-1.62296,0.435893,0.0,0.0,99.25,432.17001,9.82449,9.97718e-06,0.0,1.10532e-08,0.0,3.67984e-06,0.0,-1.66432,0.623621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,432.17001,10.6357,9.62145e-06,0.0,1.06591e-08,0.0,4.33368e-06,0.0,-1.91715,0.568937,0.0,0.0,1400.0,0.95,99.25,2.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,b'GRB160310016',-0.256,25.856,2.828,25.6,5.2488e-06,4.1381e-08,0.0,0.0,0.0,inf,,,,,-99.25,-0.256
91,GRB170228794,b'GRB170228A      ',57812.79375,510001385.71,239.66,-6.49,3.3754,33.6273,2.02,0.0,0.0,65.1176,31.9533,0,2.27,b'P8_TRANSIENT020E              ',0.0,0,0.0,0.0,0.0,6.45,65.97,10.3,72.42,5.72,92.29,0.0,100.0,17.5248,5.26333e-05,0.0,5.83098e-08,0.0,5.83098e-06,0.0,-2.57918,0.5858,0.0,0.0,6.45,72.42,16.8903,6.81781e-05,0.0,7.55311e-08,0.0,4.98279e-06,0.0,-2.65695,0.674529,0.0,0.0,1.568,62.241,15.3922,7.537e-05,0.0,8.34986e-08,0.0,5.06611e-06,0.0,-2.65254,0.671971,0.0,0.0,62.241,72.42,6.9606,0.000196254,0.0,2.1742e-07,0.0,2.21311e-06,0.0,-2.4903,1.35556,0.0,0.0,340.0,0.97,9.47,6.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,b'GRB170228794',1.568,60.673,2.111,62.241,2.0497e-05,3.7152e-08,1.105486952555146,1.1054863493315998,1.0167215555943558,0.9835534562020959,0.0,0.0,0.0,0.0,-4.882,1.568
92,GRB170813051,b'GRB170813A      ',57978.050787,524279593.8,200.45,-5.49,316.7382,56.5657,0.75,0.0,0.0,41.1116,22.5906,0,1.88,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,9.52,255.78,67.25,265.29999,1.32,391.60001,0.0,500.0,19.9187,6.61895e-06,0.0,7.3328e-09,0.0,3.6664e-06,0.0,-2.19597,0.47257,0.0,0.0,9.52,265.29999,11.6756,8.21092e-06,0.0,9.09647e-09,0.0,2.32669e-06,0.0,-2.09161,0.573623,0.0,0.0,-0.512,111.36,11.274,1.79358e-05,0.0,1.98701e-08,0.0,2.22291e-06,0.0,-3.06562,0.941529,0.0,0.0,111.36,265.29999,12.9318,1.04171e-05,0.0,1.15405e-08,0.0,1.77655e-06,0.0,-1.61865,0.490276,0.0,0.0,960.0,0.96,265.29999,4.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,b'GRB170813051',-0.512,111.872,4.871,111.36,3.6264e-06,3.5609e-08,2.184383723139429,2.184374817923876,0.9553958627922071,1.0466865505126162,0.0,0.0,0.0,0.0,-10.032,-0.512
93,GRB180914522,b'GRB180914A      ',58375.5220718,558621112.248,52.752,-5.29,190.2954,-46.2177,0.336,0.0,0.0,86.7528,109.0354,0,-1.0,b'P8_SOURCE                     ',0.0,0,0.0,0.0,0.0,545.07001,1018.84998,238.38,1563.92004,464.16,1959.77002,0.0,1458.10706,53.9751,2.87666e-06,1.08211e-06,6.68201e-09,4.8824e-09,9.74309e-06,7.11906e-06,-1.73756,0.251084,0.0,0.0,545.07001,1563.92004,42.5104,1.78596e-06,8.09409e-07,7.40059e-09,6.05748e-09,7.54009e-06,6.17167e-06,-1.55993,0.265312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.354,1563.92004,48.4663,2.42273e-06,9.50485e-07,5.86459e-09,4.35792e-09,8.39554e-06,6.23865e-06,-1.72444,0.256033,0.0,0.0,5100.0,1.0,627.59998,6.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000565938,1.29469,0.44082,-1.74925,1.38196,1.29469,0.44082,51.0,b'GRB180914522',9.984,122.37,0.572,132.354,8.1869e-05,4.6027e-08,0.0,0.0,0.0,inf,,,,,-545.07001,9.984
94,GRB080825593,b'GRB080825C      ',54703.5929167,241366429.11,234.83,-3.84,2.1255,39.026,0.65,0.0,0.0,60.223,26.2922,0,4.06,b'P8_TRANSIENT020E              ',8.5,1,2.844,1.203,4.047,3.06,170.45,0.66,173.50999,2.98,174.75,0.0,100.0,87.1023,8.04357e-05,2.14799e-05,2.61691e-08,8.16495e-09,2.61691e-06,8.16495e-07,-2.96561,0.419983,0.0,0.0,3.06,173.50999,85.8878,4.90571e-05,1.30792e-05,1.71071e-08,5.58889e-09,2.91591e-06,9.52627e-07,-2.84364,0.385928,0.0,0.0,1.216,22.208,50.8922,0.000211567,7.40948e-05,5.25227e-08,1.90751e-08,1.10256e-06,4.00425e-07,-3.8103,0.821205,0.0,0.0,22.208,173.50999,22.5581,2.62378e-05,1.07868e-05,1.39666e-08,8.56082e-09,2.11318e-06,1.29527e-06,-2.38968,0.418116,0.0,0.0,680.0,1.0,28.28,13.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57722e-05,1.45286,0.0336855,-1.91415,0.0693467,1.45286,0.0336855,56.0,b'GRB080825593',1.216,20.992,0.231,22.208,3.4194e-05,9.6983e-08,4.3126682987783616,3.07022815088472,0.37811866621397777,2.644672398781019,2.690721994195102,2.07915531884228,0.2560613447406604,1.812922882212474,-1.844,0.0129999999999999
96,GRB160503567,b'GRB160503A      ',57511.567037,483975396.0,358.99,-1.24,93.4167,-60.8921,0.88,0.0,0.0,25.1056,33.9034,0,4.4,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,5324.74023,17750.66992,72.635,23075.41016,5205.35986,23101.30078,26.112,23075.41016,37.4564,1.22866e-06,3.31167e-07,4.29715e-10,1.2617e-10,9.90462e-06,2.90814e-06,-2.83896,0.371318,0.0,0.0,5324.74023,23075.41016,22.7681,1.35248e-06,4.3918e-07,4.05977e-10,1.39784e-10,7.20636e-06,2.48126e-06,-3.1406,0.52078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.112,23075.41016,37.4564,1.22866e-06,3.31167e-07,4.29715e-10,1.2617e-10,9.90462e-06,2.90814e-06,-2.83896,0.371318,0.0,0.0,520.0,0.91,12969.5498,11.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,b'GRB160503567',-2.56,28.672,1.493,26.112,2.1269e-06,5.1707e-08,0.0,0.0,0.0,inf,,,,,-5324.74023,-2.56
97,GRB100511035,b'GRB100511A      ',55327.0346759,295231798.23,111.38,-0.99,217.7258,7.121,0.07,0.0,0.0,47.9719,26.2316,1,0.16,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,11.61,6326.5498,722.37,6338.16016,10.97,7782.25977,0.0,500.0,114.44,5.75135e-06,1.5772e-06,2.91381e-08,1.98595e-08,1.45691e-05,9.92975e-06,-1.50001,0.160998,0.0,0.0,11.61,6338.16016,93.4946,1.90649e-06,4.88291e-07,3.81097e-09,1.70264e-09,2.41103e-05,1.07718e-05,-1.78625,0.168292,0.0,0.0,0.832,43.265,13.2671,4.51747e-05,0.0,5.00468e-08,0.0,2.12363e-06,0.0,-2.00023,0.556986,0.0,0.0,43.265,6338.16016,89.3802,1.75694e-06,4.76893e-07,3.88654e-09,1.80787e-09,2.44654e-05,1.13803e-05,-1.75322,0.173711,0.0,0.0,46000.0,1.0,161.89999,19.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000673141,0.583521,0.0725255,-3.77461,0.215686,0.583521,0.0725255,93.0,b'GRB100511035',0.832,42.433,1.478,43.265,2.9972e-05,1.0343e-07,23.695220011644434,13.132299650745088,0.0880797833291166,11.353343096490443,11.991757554124735,8.777774806430461,0.05887339371530806,5.072352528453639,-10.777999999999999,0.832
